1,1.77845,-0.723951,1.71683,-1.65083,0.367916,0.42998,-0.222131
2,1.78851,0.812253,1.592,0.40395,0.351068,0.0610386,-0.333431
3,5.89824,-0.348018,5.45047,-0.11055,-0.210266,-0.10556,1.62348
4,5.50967,-0.882712,5.25924,-1.37186,-0.0792671,-0.0315198,1.30977
5,6.29098,-0.122004,5.97497,-0.742335,0.242224,0.512884,1.44545
6,5.68058,-0.470784,5.29189,-0.326425,-0.120491,-0.076397,1.52176
7,7.34653,-0.921413,5.867,0.407811,-0.57695,-0.0308443,3.158
8,0.140298,-0.179463,-0.36009,-0.768142,0.269328,-0.0991273,-0.406495
9,2.80322,0.349435,2.75467,-0.416919,0.334038,0.183683,0.0743615
10,5.33101,0.143243,5.16765,-0.39851,0.25122,0.356124,0.911506
11,5.82301,-1.36448,4.97184,-1.0377,-0.0739584,0.0455562,2.41587
12,6.35119,0.121788,5.90034,-0.032656,0.237862,0.48223,1.65602
13,8.20261,0.36069,6.94232,1.45494,-0.325712,-0.307329,2.88512
14,3.94065,-0.721125,3.89735,-1.38222,0.235831,0.198056,0.398285
15,3.55873,0.0577692,3.51322,-0.779833,0.301436,0.152377,0.277934
16,1.81949,0.123632,1.68167,-0.590685,0.372875,0.214634,-0.411956
17,4.93011,-0.227696,4.8037,-0.762476,-0.000279882,0.161198,0.847935
18,6.50374,-0.0725732,5.94241,0.667259,-0.268927,-0.157072,1.7852
19,8.62043,0.432576,7.22454,2.34551,-0.453932,-0.212281,2.91971
20,3.14042,-0.269301,3.129,-1.27543,0.190368,0.115132,0.0526692
21,4.61794,-0.313475,4.5151,-0.770889,0.137416,0.110375,0.727204
22,4.02114,-0.634752,3.94792,-1.19086,0.250429,0.111512,0.551889
23,6.14835,-0.289169,5.69457,-0.183383,0.137804,0.341117,1.67981
24,4.52159,-0.948933,4.40641,-1.46582,0.0666309,0.377965,0.821115
25,5.80143,-1.33763,4.94012,-0.00179117,-0.385582,-0.0930836,2.20324
26,5.38201,-0.347338,5.12209,-0.226017,0.144287,0.0416004,1.19779
27,9.43896,0.795552,8.26852,1.8316,0.280548,-0.0891337,2.97504
28,9.17295,0.71086,8.07068,1.50205,0.252165,-0.106076,2.9008
29,5.98381,-0.813182,5.46077,-0.511251,0.238408,0.20067,1.82048
30,8.3833,0.818117,7.38413,1.84862,0.298245,0.25417,2.52848
31,6.11118,-0.588303,5.43777,0.105986,0.251906,0.19706,1.98841
32,5.99486,-0.502371,5.54169,-0.421495,0.12822,0.263123,1.69382
33,5.32699,-0.539685,5.05244,-0.187866,0.199152,0.124978,1.21073
34,3.07426,-0.193636,3.00978,-1.17413,0.431044,0.294921,0.140418
35,2.73647,-0.826796,2.67987,-1.44925,0.432607,0.191189,0.107303
36,5.83165,0.173918,5.61815,-0.300816,0.397537,0.44216,1.03268
37,2.56542,0.0781537,2.46031,-0.6544,0.510976,0.244727,-0.0705714
38,4.79501,0.319161,4.69678,-0.432426,0.401296,0.127368,0.558848
39,4.70576,0.609839,4.63787,-0.729962,0.351159,0.123769,0.44248
40,10.4054,0.523085,8.78785,2.25467,-0.212567,-0.201041,3.62061
41,7.03704,-1.44549,5.88885,-0.142155,-0.270594,-0.155104,2.85475
42,8.55855,0.948028,7.68349,1.88808,0.285929,0.267395,2.3894
43,6.94537,-0.846862,5.85368,0.636988,-0.0800328,0.369164,2.62344
44,3.36627,0.0609935,3.2782,-0.929774,0.494638,0.332769,0.194939
45,7.01556,0.0627464,6.42813,-0.0742553,0.0830555,-0.0110666,2.03919
46,4.44986,-0.640613,4.34502,-1.3545,0.45285,0.177668,0.59603
47,2.45872,0.0771588,2.36085,-0.850598,0.459268,0.340607,-0.23985
48,8.40093,-1.91662,6.64128,0.187528,-0.702532,-0.0933429,3.74308
49,10.8227,1.03065,9.22223,2.27754,0.005861,-0.208371,3.69726
50,8.41468,-0.660558,7.13002,0.391935,0.483421,0.0240243,3.17675
51,2.95421,-0.180071,2.86542,-1.13061,0.526494,0.387227,-0.102551
52,3.41417,0.00238615,3.28439,-0.75111,0.601728,0.254748,0.268223
53,6.51275,0.052588,6.20774,-0.146669,0.518514,0.179868,1.30945
54,5.61177,-0.860156,5.25208,-1.64172,0.492493,0.184406,1.51418
55,2.14948,-0.203037,1.98111,-0.876102,0.628125,0.309963,-0.0385071
56,0.90554,0.345536,0.228018,-0.563428,0.335576,-0.157912,-0.729173
57,5.09393,0.223812,4.9205,-0.586393,0.622744,0.363976,0.681648
58,9.34094,-0.191921,7.87095,1.45279,0.28595,-0.0123179,3.39563
59,6.49754,-0.453895,5.99723,-0.309526,0.58348,0.404335,1.71581
60,4.60913,-0.636091,4.46513,-1.13254,0.529002,0.531675,0.664387
61,6.02048,-0.0748407,5.61718,-0.132045,0.589477,0.0965519,1.45013
62,12.3454,2.34115,10.5575,3.28951,0.999143,0.603206,3.84174
63,11.017,1.44611,9.49241,2.10095,0.751034,0.320008,3.58769
64,6.74186,-0.788735,5.80853,-0.0988486,0.679158,0.326619,2.41049
65,6.40361,-1.12489,5.50509,-0.589679,0.650284,0.167408,2.41199
66,4.16946,-0.281519,3.90567,-1.19704,0.938236,0.373306,0.514771
67,3.09549,-0.135843,2.84962,-1.56473,0.891111,0.238071,-0.0898361
68,6.69965,0.977129,6.37399,-0.354497,0.961594,0.376108,1.01075
69,7.22547,-0.480256,6.5988,0.00139248,0.610927,0.191624,2.02795
70,1.33041,0.713373,0.670164,-0.309653,0.600285,-0.0660474,-0.28865
71,0.566222,-0.0153292,-0.541706,-1.01524,0.58408,-0.100046,-0.802545
72,1.69619,-0.4882,1.49876,-1.59288,0.656696,0.282246,-0.0793887
73,4.20649,-0.258787,3.97413,-1.29091,0.992602,0.294002,0.187946
74,4.44048,0.135422,4.2263,-1.01221,0.933056,0.363849,0.175679
75,3.88098,0.604423,3.67062,-0.638553,0.804278,0.401937,-0.339197
76,8.22462,-0.967646,6.94064,0.291561,0.373401,0.132661,3.16685
77,12.9524,1.38344,10.7266,2.77854,0.245768,0.231234,4.74714
78,9.43091,0.442681,8.12593,0.631538,0.892398,0.442554,3.2236
79,1.94956,-1.47099,0.793566,-2.0563,1.93737,0.580294,0.150226
80,4.18356,1.34882,4.03316,-0.0145289,0.629442,0.0576596,0.19846
81,1.19971,-0.910048,0.874973,-2.79123,0.747039,0.194342,-0.557949
82,7.41207,-0.0564724,6.75543,0.19571,0.789973,0.405352,1.98764
83,10.0266,0.96614,9.04164,0.950827,0.736319,0.677512,2.83451
84,4.77093,-0.634059,4.56769,-1.68307,0.94517,0.163274,0.466213
85,7.18561,0.73178,6.8137,-0.342104,0.998062,0.238276,1.24213
86,11.2923,-0.972561,9.25685,1.0669,0.0656313,-0.235394,4.56196
87,9.20845,1.15407,8.38985,0.841008,1.02217,0.437406,2.34195
88,6.29756,-0.373594,5.79518,-0.739492,1.23215,0.353037,1.32355
89,3.83151,-0.0274966,3.64848,-1.61608,0.84032,0.350698,-0.0600746
90,6.4758,-0.409556,6.05812,-1.0803,1.19968,0.312226,1.20005
91,3.68243,0.251036,3.46097,-1.26684,0.869653,0.137852,0.0375358
92,2.27594,0.190506,1.95785,-1.02174,0.796924,0.29455,-0.322613
93,1.18337,0.280004,0.227617,-1.46401,0.827533,0.0548888,-0.773244
94,9.10502,0.11379,8.22921,0.411508,1.20989,0.421627,2.43011
95,0.183849,-0.296711,-0.990152,-1.335,0.619792,1.83923e-05,-0.754354
96,7.7306,1.23221,7.17935,-0.100151,1.43489,0.446735,1.25354
97,12.0056,0.31452,10.2326,1.68839,1.47828,1.21275,3.86713
98,11.9867,0.738349,10.1655,2.19346,1.10726,0.912001,3.98955
99,12.8231,2.00637,10.8408,2.2541,1.29343,0.713545,4.2999
100,12.2915,1.50422,10.3465,2.13027,1.01989,0.491105,4.28282
101,5.27009,0.354741,4.92144,-0.574178,1.13468,0.289147,0.644105
